start,end,qps_usage_corr,step,label,p-value,p-value-thres,distance,distance-thres
2022-08-15 00:04:00,2022-08-16 23:58:00,0.9942603761231827,0,0.0,1.0,0.05,4.091689207680458e-05,0.004082587829264152
2022-08-14 16:04:00,2022-08-16 15:59:00,0.9935575519910195,96,0.0,0.9800000190734863,0.05,0.00021894004876820005,0.004235706498556896
2022-08-14 08:04:00,2022-08-16 07:59:00,0.9937585467899512,192,0.0,0.7699999809265137,0.05,0.000569475227733278,0.003584602195929059
2022-08-14 00:04:00,2022-08-15 23:58:00,0.9940879157009191,288,0.0,0.75,0.05,0.0006840924629968287,0.0032194363721116752
2022-08-13 16:04:00,2022-08-15 15:59:00,0.9938673652232016,384,0.0,0.5899999737739563,0.05,0.0010062550226762593,0.0037643304600803477
2022-08-13 00:04:00,2022-08-14 23:58:00,0.99365118435127,576,0.0,0.07999999821186066,0.05,0.0033829796551839717,0.004014641770419878
2022-08-12 16:04:00,2022-08-14 15:59:00,0.993850775015977,672,0.0,0.20999999344348907,0.05,0.0021233667652398452,0.0036654177102431315
2022-08-12 08:04:00,2022-08-14 07:59:00,0.9938282222446473,768,0.0,0.23000000417232513,0.05,0.0020856434800087123,0.004141397020107145
2022-08-12 00:04:00,2022-08-13 23:58:00,0.9937572223554639,864,0.0,0.33000001311302185,0.05,0.0021406404706012286,0.004097090373641585
2022-08-11 16:04:00,2022-08-13 15:59:00,0.9941630148831084,960,0.0,0.7900000214576721,0.05,0.0006486667193070701,0.004223896910294396
2022-08-11 08:04:00,2022-08-13 07:59:00,0.9941135037059523,1056,0.0,0.8999999761581421,0.05,0.0005124116843634838,0.0036894735873165265
2022-08-11 00:04:00,2022-08-12 23:58:00,0.9940497542040946,1152,0.0,0.8399999737739563,0.05,0.0004847748525090016,0.003702709426094115
2022-08-10 16:04:00,2022-08-12 15:59:00,0.9940548639012906,1248,0.0,0.8899999856948853,0.05,0.00047608897625461084,0.0037562503795395856
2022-08-10 08:04:00,2022-08-12 07:59:00,0.9938927582007,1344,0.0,0.7599999904632568,0.05,0.0007329921225942622,0.003454396061961775
2022-08-10 00:04:00,2022-08-11 23:58:00,0.9940430949324641,1440,0.0,0.7099999785423279,0.05,0.0006692809642710426,0.0033104066153150924
2022-08-09 16:04:00,2022-08-11 15:59:00,0.9849934527848986,1536,0.0,0.9399999976158142,0.05,0.00030011493299378844,0.0038790891780395367
2022-08-09 08:04:00,2022-08-11 07:59:00,0.9850160662415269,1632,0.0,0.23999999463558197,0.05,0.0017022980570975804,0.004326409398157345
2022-08-09 00:04:00,2022-08-10 23:58:00,0.9864154727179775,1728,0.0,0.23000000417232513,0.05,0.001968494118531526,0.0033766948394994825
