start,end,qps_usage_corr,step,label,p-value,p-value-thres,distance,distance-thres
2022-08-21 00:04:00,2022-08-22 23:58:00,0.9945040863558886,0,0.0,1.0,0.05,1.60373067118079e-05,0.003554840468943381
2022-08-20 16:04:00,2022-08-22 15:59:00,0.9933470755619928,96,0.0,0.27000001072883606,0.05,0.00203914704948682,0.005031714097296727
2022-08-20 08:04:00,2022-08-22 07:59:00,0.993330599336611,192,0.0,0.4000000059604645,0.05,0.001287866368682649,0.003049628082441909
2022-08-20 00:04:00,2022-08-21 23:58:00,0.9941007332208657,288,0.0,0.47999998927116394,0.05,0.0012869981327226637,0.003160848424644651
2022-08-19 16:04:00,2022-08-21 15:59:00,0.9934743002760453,384,0.0,0.05999999865889549,0.05,0.0037904886601941865,0.0038242809230784173
2022-08-19 08:04:00,2022-08-21 07:59:00,0.9935809301733586,480,0.0,0.07000000029802322,0.05,0.0035106029440007086,0.003758177303053431
2022-08-19 00:04:00,2022-08-20 23:58:00,0.9932519531598293,576,0.0,0.10000000149011612,0.05,0.003433517956529014,0.004037463217553885
2022-08-18 16:04:00,2022-08-20 15:59:00,0.9928915977679459,672,0.0,0.27000001072883606,0.05,0.0020855902146538455,0.003804494174249563
2022-08-18 08:04:00,2022-08-20 07:59:00,0.9927897650546673,768,0.0,0.41999998688697815,0.05,0.0012955174365397114,0.0031273898967469197
2022-08-18 00:04:00,2022-08-19 23:58:00,0.9921180560216618,864,0.0,0.12999999523162842,0.05,0.002737460768026777,0.003706092066254466
2022-08-17 16:04:00,2022-08-19 15:59:00,0.9913494568162483,960,0.0,0.1899999976158142,0.05,0.0022635220217252817,0.003953273012011824
2022-08-17 08:04:00,2022-08-19 07:59:00,0.9912060592677132,1056,0.0,0.23999999463558197,0.05,0.002096986598522597,0.00445244403846779
2022-08-17 00:04:00,2022-08-18 23:58:00,0.9911328202087254,1152,0.0,0.20999999344348907,0.05,0.0019688893223635245,0.0038872065375656997
2022-08-16 16:04:00,2022-08-18 15:59:00,0.9916645805870957,1248,0.0,0.28999999165534973,0.05,0.0017863071261498087,0.003756062010148405
2022-08-16 08:04:00,2022-08-18 07:59:00,0.9915642125216467,1344,0.0,0.7799999713897705,0.05,0.0005349824877883933,0.0035637732912087573
2022-08-16 00:04:00,2022-08-17 23:58:00,0.9921072957335556,1440,0.0,0.8999999761581421,0.05,0.0005000872955897885,0.003606899715983074
2022-08-15 16:04:00,2022-08-17 15:59:00,0.9931709949570063,1536,0.0,0.9800000190734863,0.05,0.00019989715085839857,0.004224739009030176
2022-08-15 08:04:00,2022-08-17 07:59:00,0.9935091049765392,1632,0.0,0.49000000953674316,0.05,0.0012475831049982848,0.003858054256087546
2022-08-15 00:04:00,2022-08-16 23:58:00,0.9942603761231827,1728,0.0,0.5099999904632568,0.05,0.0012764708963343258,0.004034238775667495
2022-08-14 16:04:00,2022-08-16 15:59:00,0.9935575519910195,1824,0.0,0.7900000214576721,0.05,0.0006943775825484287,0.004151301001421605
2022-08-14 08:04:00,2022-08-16 07:59:00,0.9937585467899512,1920,0.0,0.11999999731779099,0.05,0.002838143285599191,0.004016479290639181
2022-08-14 00:04:00,2022-08-15 23:58:00,0.9940879157009191,2016,0.0,0.11999999731779099,0.05,0.003053293016336412,0.0036910125072004275
2022-08-13 16:04:00,2022-08-15 15:59:00,0.9938673652232016,2112,0.0,0.23000000417232513,0.05,0.00178391492458294,0.0034709391731338507
2022-08-13 08:04:00,2022-08-15 07:59:00,0.9938523824641158,2208,0.0,0.09000000357627869,0.05,0.0029627964868970194,0.0035004835431616714
2022-08-13 00:04:00,2022-08-14 23:58:00,0.99365118435127,2304,0.0,0.11999999731779099,0.05,0.002931071757087694,0.003343543620691367
2022-08-12 16:04:00,2022-08-14 15:59:00,0.993850775015977,2400,0.0,0.15000000596046448,0.05,0.002541621186048589,0.0033944219368056243
2022-08-12 08:04:00,2022-08-14 07:59:00,0.9938282222446473,2496,0.0,0.3199999928474426,0.05,0.0019652344614492613,0.004206161160833615
2022-08-12 00:04:00,2022-08-13 23:58:00,0.9937572223554639,2592,0.0,0.3700000047683716,0.05,0.001805636474350765,0.004401858530353554
2022-08-11 16:04:00,2022-08-13 15:59:00,0.9941630148831084,2688,0.0,0.18000000715255737,0.05,0.0021067440280909335,0.003640092419186891
2022-08-11 08:04:00,2022-08-13 07:59:00,0.9941135037059523,2784,0.0,0.3499999940395355,0.05,0.0015217106585438652,0.003925421803707173
2022-08-11 00:04:00,2022-08-12 23:58:00,0.9940497542040946,2880,0.0,0.4399999976158142,0.05,0.0015096504002395194,0.0034518837021919576
2022-08-10 16:04:00,2022-08-12 15:59:00,0.9940548639012906,2976,0.0,0.3499999940395355,0.05,0.001397804301621745,0.0031289535294300075
2022-08-10 08:04:00,2022-08-12 07:59:00,0.9938927582007,3072,0.0,0.8299999833106995,0.05,0.0005117546758489059,0.0037560781707323345
2022-08-10 00:04:00,2022-08-11 23:58:00,0.9940430949324641,3168,0.0,0.8500000238418579,0.05,0.0004945155767824233,0.004413071196963966
2022-08-09 16:04:00,2022-08-11 15:59:00,0.9849934527848986,3264,0.0,0.2199999988079071,0.05,0.002373040494121661,0.003406499076574864
