start,end,qps_usage_corr,step,label,p-value,p-value-thres,distance,distance-thres
2022-10-09 00:04:00,2022-10-10 23:58:00,0.9941515400391371,0,0.0,1.0,0.05,2.2684774712920997e-05,0.0036890907819230397
2022-10-08 16:04:00,2022-10-10 15:59:00,0.9943994374593809,96,0.0,0.949999988079071,0.05,0.00027470174947537865,0.004460963356690711
2022-10-08 08:04:00,2022-10-10 07:59:00,0.9943924503879766,192,0.0,0.9300000071525574,0.05,0.00031020245079058215,0.0039378981686131
2022-10-08 00:04:00,2022-10-09 23:58:00,0.994535913153375,288,0.0,0.8999999761581421,0.05,0.00031043000782191276,0.0029592824575537524
2022-10-07 16:04:00,2022-10-09 15:59:00,0.993875951644613,384,0.0,0.7799999713897705,0.05,0.000603932817681464,0.004509606532242279
2022-10-07 08:04:00,2022-10-09 07:59:00,0.9940791906404494,480,0.0,0.5799999833106995,0.05,0.0008423096730774245,0.003852123431863578
2022-10-07 00:04:00,2022-10-08 23:58:00,0.9950448147850447,576,0.0,0.699999988079071,0.05,0.0008153603584924433,0.003417938339716475
2022-10-06 16:04:00,2022-10-08 15:59:00,0.9943787243766046,672,0.0,0.4099999964237213,0.05,0.0014588562076200498,0.0048708023743388035
2022-10-06 08:04:00,2022-10-08 07:59:00,0.9946324756255844,768,0.0,0.28999999165534973,0.05,0.0018708395483155774,0.0032846040775561056
2022-10-06 00:04:00,2022-10-07 23:58:00,0.9947094373647528,864,0.0,0.3499999940395355,0.05,0.0019276860884032013,0.003818183663270267
2022-10-05 16:04:00,2022-10-07 15:59:00,0.9943896804001833,960,0.0,0.07000000029802322,0.05,0.002937520985322761,0.003277701543041349
